"nie:identifier","nie:title","location","Strike",,"Azimuth",,"Angle",,"Length",,"Depth",,"Width",,"Slip",,,"CenosoicSlip",,"CenosoicSlip",,"reliabilityClass","Rate",,"Feature",,"Feature",,"Feature",,"Feature",,"Feature",,"Feature",,"Feature",,"Feature",,"Activity",,,,,,,,"Event",,"Event",,"Event",,"slip_rate_mm_year",,"averaged_slip_rate_mm_year",,"recurrence_interval",,"potential_ms_max",,"potential_mw_max",,"elapsed_time_years",,"associatedCSS","associatedIGGSS","isActiveFault","Complier","nie:created"
,,,"value","quality","value","quality","value","quality","value","quality","value","quality","value","quality","type","quality","value","type=Lateral",,"type=vertical",,,"value","grade","type=Geomorphological",,"type=Geophysical",,"type=EngineeringGeological",,"type=Gydrogeological",,"type=Meteorological",,"type=StructuralGeological",,"type=Paleoseismological",,"type=Seismological",,"value","degree","EventAge",,"EventAge",,"EventAge",,"type=VerticalMaxSlip",,"type=LateralMaxSlip",,"type=TotalMaxSlip",,"value","quality","value","quality","value","quality","value","quality","value","quality","value","quality",,,,"foaf:name",
,,,,,,,,,,,,,,,,,,"value","quality","value","quality",,,,"value","grade","value","grade","value","grade","value","grade","value","grade","value","grade","value","grade","value","grade",,,"type=LastActivationAge",,"type=LastHistoricalEathquake",,"type=AbsoluteDeformationAge",,"value","quality","value","quality","value","quality",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"value","index","value","quality","value","quality",,,,,,,,,,,,,,,,,,,,,,,
"ID","Name","Location","Strike","Strike_Q","Dip_azimuth","Dip_azimuth_Q","Dip_angle","Dip_angle_Q","Length_km","Length_Q","Depth_km","Depth_Q","Width_damage_zone_km","Width_damage_zone_Q","Slip_sense","Slip_sense_Q","Slip_sense_Index","Total_Cenozoic_lateral_slip_m","Total_Cenozoic_lateral_slip_Q","Total_Cenozoic_vertical_slip_m","Total_Cenozoic_vertical_slip_Q","Reliability_class","Slip_rate_features","Slip_rate_grade","Geomorphological_features","Geomorphological_grade","Geophysical_features","Geophysical_grade","Engineering_geological_features","Engineering_geological_grade","Gydrogeological_features","Gydrogeological_grade","Meteorological_features","Meteorological_grade","Structural_geological_features","Structural_geological_grade","Paleoseismological_features","Paleoseismological_grade","Seismological_features","Seismological_grade","Total_activity_grade","Activity_degree","Last_activation_age","Last_activation_age_index","Last_historical_earthquake","Last_historical_earthquake_Q","Absolute_deformation_age","Absolute_deformation_age_Q","Vertical_max_slip_per_event_m","Vertical_max_slip_per_event_Q","Lateral_max_slip_per_event_m","Lateral_max_slip_per_event_Q","Total_max_slip_per_event_m","Total_max_slip_per_event_Q","Slip_rate_mm_year","Slip_rate_Q","Averaged_slip_rate_mm_year","Averaged_slip_rate_Q","Recurrence_interval","Recurrence_interval_Q","Potential_Ms_max","Potential_Ms_max_Q","Potential_Mw_max","Potential_Mw_max_Q","Elapsed_time_years","Elapsed_time_Q","Associated_CSS","Associated_IGGSS","Seismic_activity_of_fault","Compiler","Date"
"RUAF_138-2","Утукултукский","Бассейны р. Слюдянка и р. Безымянная",0,"ЛС",,,,,"18.86","ЛС",,,"1.89","АС",,,13,,,,,2,,0,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","11.04.2011"
"RUAF_138-3","Утукултукский","Бассейн р. Утулик",0,"ЛС",,,,,"7.62","ЛС",,,"0.76","АС",,,13,,,,,2,,0,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","11.04.2011"
"RUAF_138-1","Утукултукский","Южная оконечность оз. Байкал",0,"ЛС",270,"ЛС",70,"ЛС","8.15","ЛС",,,"0.82","АС",,,13,,,,,1,,0,"Серия мелких линеаментов на топоосновах: 1 балл",1,,0,"При Култукском землетрясении 27.08.2008 г. в зоне разлома имели место склоновые движения в виде оползня: 3 балла",3,,0,,0,,0,,0,,0,4,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","11.04.2011"
"RUAF_139","Верхнебабхинский","Вдоль верховьев р. Бабха, к юго-западу от оз. Байкал",38,"ЛС",128,"ЛС",35,"ЛС","17.87","ЛС",,,"1.79","АС",,,13,,,,,1,,0,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","11.04.2011"
"RUAF_140","Куркавочный","Вдоль р. Большая Куркавочная, к юго-западу от оз. Байкал",42,"ЛС",312,"ЛС",75,"ЛС","10.81","ЛС",,,"1.08","АС",,,13,,,,,1,,0,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","11.04.2011"
"RUAF_141","Слюдянко-Утуликский","Бассейны р. Слюдянка, р. Безымянная и р. Утулик",295,"ЛС",205,"ЛС",25,"ЛС","24.38","ЛС",,,"2.44","АС",,,13,,,,,1,,0,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","12.04.2011"
"RUAF_142","Сайбат-Лангатуйский","В бассейнах р. Солзан и р. Утулик по притокам",272,"ЛС",,,,,"21.91","ЛС",,,"2.19","АС",,,13,,,,,1,,0,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,"1 землетрясение с М=3.3: 3 балла; K=10, M=3.3: 3 балла",6,7,"Средняя","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,"Юго-Восточный",,"Да","Лунина О.В.","12.04.2011"
"RUAF_143","Солзан-Бабхинский","В бассейне рек Солзан и Бабха в хребте Хамар-Дабан",285,"ЛС",,,,,"18.08","ЛС",,,"1.81","АС",,,13,,,,,2,,0,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,"1 землетрясение с М>=3.3: 3 балла; K=11.4, M=4.1: 3 балла",6,7,"Средняя","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","12.04.2011"
"RUAF_144","Хара-Муринский","Вдоль среднего течения р. Хара-Мурин, впадающей в оз. Байкал на восточном побережье",45,"ЛС",,,,,"9.92","ЛС",,,"0.99","АС",,,13,,,,,2,,0,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","12.04.2011"
"RUAF_145","Збдой-Шаражалгинский","Вдоль притока в верховье р. Шара-Жалга и р. Большой Збдой в Восточном Саяне",295,"ЛС",,,,,"16.08","ЛС",,,"1.61","АС",,,13,,,,,2,,0,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","11.04.2011"
"RUAF_146","Тайсик-Бурликский","Вдоль р. Левый Бурлик, левого притока р. Иркут после Зыркузунской петли",295,"ЛС",,,,,"12.36","ЛС",,,"1.24","АС",,,13,,,,,1,,0,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","11.04.2011"
"RUAF_147-1","Савинский","Вдоль р. Хэдэлгэ и других рек в Присаянье",314,"ЭЗ",224,"ЛС",,,"109.5","ЭЗ",,,"10.95","АС","Взброс","ЛС",6,,,,,1,"1-4.99",3,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,"1 землетрясение с М>=3.3: 3 балла; K=12, M=4.4: 3 балла",6,10,"средняя","Плейстоценовое",0,,,,,0,,0,,0,,"1-4.99","ЛС",3,,,,"6.5","ЛС",0,,,,,,"Нет","Лунина О.В., Гладков А.С.","03.09.2014"
"RUAF_147-2","Савинский","В районе сел Правый и Левый Сарам, Бомы в Присаянье",325,"ЭЗ",235,"ЛС",,,"79.36","ЭЗ",,,"7.94","АС","Взброс","ЛС",6,,,,,1,"0-0.99",1,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,"1 землетрясение с М>=3.3: 3 балла; K=10.1, M=3.4: 3 балла",6,8,"средняя","Плейстоценовое",0,,,,,0,,0,,0,,"0-0.99","ЛС","0.5",,,,"6.5","ЛС",0,,,,"Савинский",,"Да","Лунина О.В., Гладков А.С.","04.09.2014"
"RUAF_147-3","Савинский","В районе сел Правый и Левый Сарам",323,"ЭЗ",233,"ЛС",,,"41.11","ЭЗ",,,"4.11","АС","Взброс","ЛС",6,,,,,1,"0-0.99",1,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,2,"Слабая","Плейстоценовое",3,,,,,0,,0,,0,,"0-0.99","ЛС","0.5",,,,0,,0,,,,,,"Нет","Лунина О.В., Гладков А.С.","11.04.2011"
"RUAF_147-4","Савинский","Вдоль р. Киренская Тагна в Присаянье",324,"ЭЗ",,,,,"29.41","ЭЗ",,,"2.94","АС","Взброс","ЭЗ",6,,,,,1,,0,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В., Гладков А.С.","11.04.2011"
"RUAF_148-1","Передовой","Вдоль уступа по линии Курминский залив р. Ангары - с. Олха",310,"ЭЗ",220,"ЛС",,,"29.92","ЭЗ",,,"2.99","АС","Взброс","ЛС",6,,,,,1,"0-0.99",1,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,2,"слабая","Плейстоценовое",0,,,,,0,,0,,0,,,,0,,,,6,"ЛС",0,,,,"Предсаянский",,"Да","Лунина О.В., Гладков А.С.","11.04.2011"
"RUAF_148-2","Передовой","По линии вдоль правого притока р. Олхи в с. Большой Луг - с. Введенщина - с. Саватеевка до р. Китой",303,"ЭЗ",33,"НД",30,"ЭЗ","73.46","ЭЗ",,,"7.35","АС",,,0,,,,,1,"0-0.99",1,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,"Инъекционные дайки в голоценовых осадках",5,,0,,0,7,"средняя","Голоценовое",2,,,,,0,,0,,0,,"0-0.99","ЛС","0.5","ЛС",,,6,"ЛС",0,,,,"Предсаянский",,"Да","Лунина О.В., Гладков А.С.","03.09.2014"
"RUAF_148-3","Передовой","По линии с. Раздолье - с. Тунгуска",305,"ЭЗ",215,"ЛС",,,"37.41","ЭЗ",,,"3.74","АС","Взброс","ЛС",6,,,,,1,"0-0.99",1,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,2,"слабая","Плейстоценовое",0,,,,,0,,0,,0,,"0-0.99","ЛС","0.5","ЛС",,,6,"ЛС",0,,,,"Предсаянский",,"Да","Лунина О.В., Гладков А.С.","04.09.2014"
"RUAF_149","Аларь-Бельский","По линии с. Русская Аларь - с. Аляты - с. Бабагай",309,"ЭЗ",39,"ЛС",,,"84.06","ЭЗ",,,"8.41","АС","Взброс","ЛС",6,,,100,"ЛС",1,,0,"Уступ на топоосновах: 1 балл; уступ на местности: 2",3,,0,,0,,0,,0,,0,"Погребенные ПСД: 3 балла",3,,0,6,"Средняя","Плейстоценовое",3,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Да","Лунина О.В., Гладков А.С.","12.04.2011"
"RUAF_150-2","Хайтинский","Вдоль уступа в районе нижнего течения р. Белой",54,"ЭЗ",144,"НД",80,"НД","12.82","ЭЗ",,,"1.28","АС",,,13,,,,,1,,0,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В., Гладков А.С.","12.04.2011"
"RUAF_150-1","Хайтинский","Вдоль верхнего течения р. Хайта",49,"ЭЗ",319,"ЛС",,,"26.93","ЭЗ",,,"2.69","АС",,,13,,,,,1,,0,"Линеамент и не ярко выраженный уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,"Погребенные ПСД: 3 балла",3,,0,4,"Слабая","Плейстоценовое",3,,,,,"0.28","ЛС",0,,"0.28","ЛС",,,0,,,,0,,0,,,,,,"Да","Лунина О.В., Гладков А.С.","12.04.2011"
"RUAF_151","Ангарский","Вдоль р. Ангара",320,"ЭЗ",,,,,"162.43","ЭЗ",,,"16.243","АС","Правый взбросо-сдвиг","ЛС",10,,,,,1,"0-0.99",1,"Уступы и линеаменты на топоосновах: 1 балл; уступы на местности: 2 бал",3,,0,,0,,0,,0,"Смещения взбросовые и сдвиго-взбросовые по разрывам Ангарского направления. дайки. сейсмиты в голоценовых осадках: 5 баллов",5,,0,,0,9,"Средняя","Историческое",1,,,"1) после рубежа 4210 лет назад по 14С; 2) после рубежа 965 лет назад по 14С; 3) после рубежа 650 лет назад по 14С","НД","0.03",,"0.1",,"0.104403","АС","0-0.99","ЛС","0.5","ЛС",,,0,,0,,,,,,"Нет","Лунина О.В., Гладков А.С.","13.04.2011"
"RUAF_152","Обручевский","От с. Култук вдоль широтного сегмента Южно-Байкальской впадины",85,"ЭЗ",175,"ЭЗ",60,"ЭЗ","161.4","ЭЗ",,,"16.14","АС","Левый сдвиго-сброс","ЭЗ",2,,,,,1,"1-4.99",3,"Уступ на батиметрической карте: 1 балл; уступ на местности: 2 балла",3,,0,"При Култукском землетрясении 27.08.2008 г. в зоне разлома имели место склоновые движения в виде осыпей и оползней: 3 балла",3,"После землетрясении 27.08.2008 г. повысился уровень подпочвенных и поверхностных вод; из водокачки около 3 дней шла мутная вода; в колодцах изменился уровень воды: 2 балла",2,,0,,0,,0,"Более 5 землетрясений с М>=3.3: 7 баллов; K=14, Ms=5.5: 5 баллов",12,23,"высокая","Историческое",1,"30.08.1966 с Мs=5.5; сейсмогенные разрывы не известны. очаг расположен в оз. Байкал","ЭЗ",,,0,,0,,0,,"1-4.99","ЛС",3,"ЛС",,,7,"ЛС",0,,44,"АС","Обручевский",,"Да","Лунина О.В.","13.04.2011"
"RUAF_153","Шумихинский","Вдоль р. Большая Шумиха в северо-западном борту  оз. Байкал западнее мыса Толстый",57,"ЭЗ",,,,,"15.11","ЭЗ",,,"1.51","АС",,,13,,,,,2,,0,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","13.04.2011"
"RUAF_154","Лиственичный","В заливе Лиственичный оз. Байкал",33,"ЭЗ",123,"НД",70,"НД","13.48","ЭЗ",,,"1.34","АС",,,13,,,,,1,,0,"Уступ на топоосновах и на батиметрических картах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","13.04.2011"
"RUAF_155","Потайной","Бассейны р. Большая Олха и р. Половинная",314,"ЭЗ",,,,,"13.71","ЭЗ",,,"1.37","АС",,,13,,,,,2,,0,"Серия мелких линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","13.04.2011"
"RUAF_156","Киркерейский","Район мыса Киркерей и с. Маритуй в северо-западном борту  оз. Байкал  на широтном сегменте",60,"ЛС",150,"ЛС",80,"ЛС","10.15","ЛС",,,"1.02","АС",,,13,,,,,1,,0,"Уступ на топоосновах: 1 балл; уступ на местности: 2 балла",3,,0,,0,,0,,0,,0,,0,,0,3,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","13.04.2011"
"RUAF_157","Половинный","Район мыса Половинного в в северо-западном борту  оз. Байкал  на широтном сегменте",79,"ЭЗ",169,"НД",78,"НД","34.51","ЭЗ",,,"3.45","АС",,,13,,,,,1,,0,"Уступ и линеамент на топоосновах: 1 балл; уступ на местности: 2 балла",3,,0,,0,,0,,0,,0,,0,,0,3,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","13.04.2011"
"RUAF_158","Маритуйский","Вдоль р. Маритуй, левых притоков р. Шабартуй  и р. Большая Крутая Губа",279,"ЛС",189,"ЛС",50,"ЛС","27.89","ЛС",,,"2.79","АС",,,13,,,,,1,,0,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","13.04.2011"
"RUAF_159","Шабартуй-Слюдянкинский","Вдоль р. Слюдянка, левого притока р. Большая Половинная, притоков  р. Шабартуй и р.Правая Большая Олха, в их верховье",282,"ЛС",,,,,"16.51","ЛС",,,"1.65","АС",,,13,,,,,1,,0,"серия мелких линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","13.04.2011"
"RUAF_160","Шабартуйский","Район мыса Столбы и устья р. Шабартуй в северо-западном борту оз. Байкал на широтном сегменте",52,"ЛС",142,"ЛС",60,"ЛС","11.08","ЛС",,,"1.11","АС",,,13,,,,,1,,0,"Линейно вытянутый гребень на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","13.04.2011"
"RUAF_161","Шаражалгайский","Станция Шаражалгай на КБЖД в северо-западном борту оз. Байкал на широтном сегменте",72,"ЛС",342,"ЛС",35,"ЛС","11.57","ЛС",,,"1.16","АС",,,13,,,,,1,,0,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","13.04.2011"
"RUAF_162","Мотский","Вдоль правого притока р. Большая Зазара, р. Малая Глубокая и р. Большая Крутая Губа",312,"ЛС",222,"ЛС",80,"ЛС","26.76","ЛС",,,"2.68","АС",,,13,,,,,1,,0,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","14.04.2011"
"RUAF_163","Глубокий","Вдоль р. Большая Глубокая и р. Левая  Большая Олха",271,"ЛС",1,"ЛС",70,"ЛС","28.51","ЛС",,,"2.85","АС","Левый сдвиг","ЭЗ",11,,,,,1,,0,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","14.04.2011"
"RUAF_164","Андриановский","Вдоль Андриановского хребта в районе станции Ангасольская а КБЖД в северо-западном борту оз. Байкал на широтном сегменте",324,"ЛС",234,"ЛС",77,"ЛС","22.77","ЛС",,,"2.23","АС",,,13,,,,,1,,0,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","14.04.2011"
"RUAF_165-1","Выгузово-Зоговский","В районе станции Подкаменная Восточно-Сибирской ж/д и вдоль р. Большая Выгузова",295,"ЭЗ",,,,,"32.21","ЭЗ",,,"3.22","АС","Взброс","ЛС",6,,,,,1,"0-0.99",1,"Серия линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,2,"Слабая","Плейстоценовое",3,,,,,0,,0,,0,,"0,5","ЛС","0.5","ЛС",,,0,,0,,,,,,"Нет","Лунина О.В.","14.04.2011"
"RUAF_165-2","Выгузово-Зоговский","Вдоль р. Большое Зого в районе с. Тальяны",304,"ЭЗ",,,,,"33.09","ЭЗ",,,"3.31","АС","Взброс","ЛС",6,,,,,1,"0-0.99",1,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,2,"Слабая","Плейстоценовое",3,,,,,0,,0,,0,,"0,5","ЛС","0.5","ЛС",,,0,,0,,,,,,"Нет","Лунина О.В.","14.04.2011"
"RUAF_166","Зазара-Выгузовский","Вдоль правого притока р. Иркут в районе порогов Бык, Мотского и  Муромского",15,"ЛС",285,"ЛС",60,"ЛС",12,"ЛС",,,"1.2","АС",,,13,,,,,1,,0,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","14.04.2011"
"RUAF_167","Подпорожный","Верховье р. Подпорожная, левого притока р. Иркут",300,"ЛС",210,"ЛС",80,"НД","23.3","ЭЗ",,,"2.33","АС","Взброс","ЛС",6,,,,,1,"1-4.99",3,"Серия мелких линеаментов на топоосновах: 1 балл",1,,0,"Свежий обвал в т.н. Т-19502 (по трещинам выкололся и выкрошился громадный блок 15х15 м и высотой до 10 м): 3 балла",3,,0,,0,,0,,0,,0,7,"Средняя","Плейстоценовое",3,,,,,0,,0,,0,,"1-4.99","ЛС","3.5",,,,0,,0,,,,,,"Нет","Лунина О.В.","15.04.2011"
"RUAF_168","Аналыкский","Вдоль мелких притоков в верховье р. Средний Тойсук, р. Полуденный Тойсук, р. Большой Задой, р. Шара-Жалга и р. Китойский Жидой",280,"ЛС",,,,,32,"ЭЗ",,,"3.2","АС",,,13,,,,,1,,0,"Серия мелких линеаментов на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","15.04.2011"
"RUAF_169","Иркутный","Вдоль уступа в левом борту р. Иркут в районе г. Иркутск и г. Шелехов",53,"ЭЗ",,,,,26,"ЭЗ",,,"2.6","АС",,,13,,,,,2,,0,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В., Гладков А.С.","15.04.2011"
"RUAF_170-1","Иркут-Ушаковский","Вдоль уступов в правом борту р. Иркут и в правом борту р. Ушаковка в районе г. Иркутск",55,"ЭЗ",,,,,21,"ЭЗ",,,"2.1","АС",,,13,,,,,1,,0,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В., Гладков А.С.","15.04.2011"
"RUAF_170-2","Иркут-Ушаковский","Вдоль уступа в правом борту р. Ушаковка в районе г. Иркутск",280,"ЭЗ",,,,,27,"ЭЗ",,,"2.7","АС",,,13,,,,,1,,0,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В., Гладков А.С.","15.04.2011"
"RUAF_170-3","Иркут-Ушаковский","Вдоль уступа в правом борту р. Ушаковка в районе г. Иркутск",304,"ЭЗ",,,,,13,"ЭЗ",,,"1.3","АС",,,13,,,,,2,,0,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В., Гладков А.С.","15.04.2011"
"RUAF_171-1","Шинихта-Рассохинский","Вдоль р. Шинихта, впадающей в р. Курма и далее Курминский залив Иркутского водохранилища",275,"ЭЗ",,,,,10,"ЭЗ",,,1,"АС",,,13,,,,,1,,0,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В., Гладков А.С.","15.04.2011"
"RUAF_171-2","Шинихта-Рассохинский","Район станции Рассоха Восточно-Сибирской ж/д",269,"ЭЗ",179,"ЭЗ",80,"ЭЗ",23,"ЭЗ",,,"2.3","АС",,,13,,,,,1,,0,"Серия мелких уступов и сухих линейных долин на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В., Гладков А.С.","15.04.2011"
"RUAF_172-1","Китойский","Вдоль уступа левого борта р. Китой в районе устьев р. Китойский Жидой и р. Архут",40,"ЭЗ",,,,,13,"ЭЗ",,,"1.3","АС",,,13,,,,,2,,0,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","15.04.2011"
"RUAF_172-2","Китойский","Вдоль уступа левого борта р. Китой в районе острова Неудачинский",22,"ЭЗ",,,,,8,"ЭЗ",,,"0.8","АС",,,13,,,,,2,,0,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","15.04.2011"
"RUAF_173","Большой Хадарейский","Вдоль р. Большой Хадарей",70,"ЭЗ",,,,,22,"ЭЗ",,,"2.2","АС",,,13,,,,,2,,0,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","15.04.2011"
"RUAF_174","Китой-Сарасунский","Вдоль левого борта р. Китой и ее притока-старицы Сарасун",58,"ЭЗ",,,,,12,"ЭЗ",,,"1.2","АС",,,13,,,,,2,,0,"Уступ на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","15.04.2011"
"RUAF_175","Алангарский","Вдоль р. Алангар, левого притока р. Китой",70,"ЭЗ",,,,,10,"ЭЗ",,,1,"АС",,,13,,,,,2,,0,"Линеамент на топоосновах: 1 балл",1,,0,,0,,0,,0,,0,,0,,0,1,"Слабая","Плиоценовое",4,,,,,0,,0,,0,,,,0,,,,0,,0,,,,,,"Нет","Лунина О.В.","15.04.2011"
